input,context,expected_output
"Organ-donation groups are rightly thrilled with Facebook’s initiative. Yet it’s important to keep the larger picture in mind. Even if every American agreed to be an organ donor, there still wouldn’t be enough kidneys for transplantation.
I specify kidneys because people with renal failure represent about 80 percent of those on the national organ waiting list. Last year, roughly 91,000 people needed a renal transplant, but only one fifth of them received one.
Transplant Math
Now look more closely at the donor math: Of the roughly 2 million Americans who die annually, it has been estimated that only 10,500 to 13,000 possess organs healthy enough for transplanting. So, if every eligible person donated his organs at death, surgeons might be able to double the number of transplant surgeries. (Last year, 7,433 deceased donors yielded an average of 1.5 kidneys each, for a total of 11,043 operations; the rest were done with organs supplied by living relatives and friends.)",summarize the following text: ,"Even if every American agreed to be an organ donor, there still wouldn’t be enough kidneys for transplantation.
I specify kidneys because people with renal failure represent about 80 percent of those on the national organ waiting list. Last year, roughly 91,000 people needed a renal transplant, but only one fifth of them received one.
Of the roughly 2 million Americans who die annually, it has been estimated that only 10,500 to 13,000 possess organs healthy enough for transplanting. So, if every eligible person donated his organs at death, surgeons might be able to double the number of transplant surgeries. (Last year, 7,433 deceased donors yielded an average of 1.5 kidneys each, for a total of 11,043 operations"
"https://cei.org/blog/human-achievement-day-humanprogressorg-organ-replacement-technology
French doctors implanted the first permanent and completely artificial heart in December. The lucky Frenchman was a 76 year old with terminal heart failure. Carmat, the company that engineered the artificial heart, intended their product for terminally ill patients like him who are too old to have any chance of receiving a human heart. Without the implant, the French patient may have lived for a few more days or possibly weeks—if lucky. Since he was the first person to be fitted with the artificial novelty, the operation would have been considered a success if he had lived for another month. With the Carmat’s artificial heart, this patient lived for another two and a half months before passing away in March 2014.  Carmat expects its heart to allow future patients to live for up to an additional five years. That could provide a normal social life to some 100,000 people in need of a new heart in the United States and Europe alone.",summarize the following text: ,"https://cei.org/blog/human-achievement-day-humanprogressorg-organ-replacement-technology
French doctors implanted the first permanent and completely artificial heart in December Without the implant, the French patient may have lived for a few more days or possibly weeks—if lucky. Carmat expects its heart to allow future patients to live for up to an additional five years. That could provide a normal social life to some 100,000 people in need of a new heart in the United States and Europe alone."
"Greg, Professor of Political Science at Salisbury State University “What Causes war?: An introduction to theories of international conflict” pg. 9
Two warnings need to be issued at this point. First, while we have been using a single variable explanation of war merely for the sake of simplicity, multivariate explanations of war are likely to be much more powerful. Since social and political behaviors are extremely complex, they are almost never explainable through a single factor. Decades of research have led most analysts to reject monocausal explanations of war. For instance, international relations theorist J. David Singer suggests that we ought to move away from the concept of “causality” since it has become associated with the search for a single cause of war; we should instead redirect our activities toward discovering “explanations”—a term that implies multiple causes of war, but also a certain element of randomness or chance in their occurrence.",summarize the following text: ,"Greg,  “What Causes war?: An introduction to theories of international conflict” pg. 9
Two warnings need to be issued at this point. First, while we have been using a single variable explanation of war merely for the sake of simplicity, multivariate explanations of war are likely to be much more powerful. Since social and political behaviors are extremely complex, they are almost never explainable through a single factor. Decades of research have led most analysts to reject monocausal explanations of war. For instance, international relations theorist J. David Singer suggests that we ought to move away from the concept of “causality” since it has become associated with the search for a single cause of war; we should instead redirect our activities toward discovering “explanations”—a term that implies multiple causes of war, but also a certain element of randomness or chance in their occurrence."
"While the Supreme Court may have historically been able to act as political cover for the President and/or Congress, that is not true in a world post-Bush v. Gore. The Court is seen today as a politicized body, and especially now that we are in the era of the Roberts Court, with a Chief Justice hand picked by the President and approved by the Congress, it is highly unlikely that Court action will not, at least to some extent, be blamed on and/or credited to the President and Congress. The Court can still get away with a lot more than the elected branches since people don't understand the technicalities of legal doctrine like they understand the actions of the elected branches; this is, in part, because the media does such a poor job of covering legal news. Nevertheless, it is preposterous to argue that the Court is entirely insulated from politics, and equally preposterous to argue that Bush and the Congress would not receive at least a large portion of the blame for a Court ruling that, for whatever reason, received the attention of the public.",summarize the following text: ,"While the Supreme Court may have historically been able to act as political cover for the President and/or Congress, that is not true in a world post-Bush v. Gore. The Court is seen today as a politicized body, and especially now that we are in the era of the Roberts Court, with a Chief Justice hand picked by the President and approved by the Congress, it is highly unlikely that Court action will not, at least to some extent, be blamed on and/or credited to the President and Congress it is preposterous to argue that the Court is entirely insulated from politics, and equally preposterous to argue that Bush and the Congress would not receive at least a large portion of the blame for a Court ruling that, for whatever reason, received the attention of the public."
"Organ-donation groups are rightly thrilled with Facebook’s initiative. Yet it’s important to keep the larger picture in mind. Even if every American agreed to be an organ donor, there still wouldn’t be enough kidneys for transplantation.
I specify kidneys because people with renal failure represent about 80 percent of those on the national organ waiting list. Last year, roughly 91,000 people needed a renal transplant, but only one fifth of them received one.
Transplant Math
Now look more closely at the donor math: Of the roughly 2 million Americans who die annually, it has been estimated that only 10,500 to 13,000 possess organs healthy enough for transplanting. So, if every eligible person donated his organs at death, surgeons might be able to double the number of transplant surgeries. (Last year, 7,433 deceased donors yielded an average of 1.5 kidneys each, for a total of 11,043 operations; the rest were done with organs supplied by living relatives and friends.)",summarize the following text: ,"Even if every American agreed to be an organ donor, there still wouldn’t be enough kidneys for transplantation.
I specify kidneys because people with renal failure represent about 80 percent of those on the national organ waiting list. Last year, roughly 91,000 people needed a renal transplant, but only one fifth of them received one.
Of the roughly 2 million Americans who die annually, it has been estimated that only 10,500 to 13,000 possess organs healthy enough for transplanting. So, if every eligible person donated his organs at death, surgeons might be able to double the number of transplant surgeries. (Last year, 7,433 deceased donors yielded an average of 1.5 kidneys each, for a total of 11,043 operations"
"Indeed, the United States has been able to behave in an abrasive and proselytizing  manner internationally because geography and preponderant power affords it a comforting sense of security. While a state’s foreign policy is necessarily informed by a set of  beliefs, active exportation of one’s beliefs through hard power inevitably makes the state  very threatening to others that do not share those beliefs. Because no country can be  insulated from America’s exercise of its vast power, other states invariably fear it and  question its motives, even if American intentions are not malevolent. America’s  blessing again becomes a curse to other states and ultimately to the United States as  well. Meanwhile, America’s elites and public, informed by an ethnocentric sense of  providence and self-righteousness, often cannot appreciate why other countries fear  America’s enormous power and its promotion of its supposedly universal beliefs. This  apathy toward other countries’ fears inevitably exacerbates the security dilemma and/or  spiral between America and other countries.",summarize the following text: ,"Because no country can be  insulated from America’s exercise of its vast power, other states invariably fear it and  question its motives, even if American intentions are not malevolent. America’s elites and public, informed by an ethnocentric sense of  providence and self-righteousness cannot appreciate why other countries fear  America’s enormous power and its promotion of supposedly universal beliefs. This  apathy toward other countries’ fears inevitably exacerbates the security dilemma and spiral between America and other countries."
"Obama also said he would stay engaged with Congress as they debate his decision to relax the embargo against Cuba. To actually lift the embargo, Obama needs Congress -- and is unlikely to get the support. But he made clear that he won't just sit back. Obama also hinted at the way he could play the biggest role in the legislative process: by using his veto pen. Asked about the Keystone XL pipeline, a controversial proposal to build a connector from Canada to the Gulf Coast, Obama offered his most negative comments on the pipeline to date. He said the pipeline wouldn’t actually help Americans seeking lower-priced gasoline, but would help only the Canadians. He didn't explicitly promise to veto the pipeline, but his tone more than hinted that he would. Obama’s growing opposition to Keystone won’t have to wait long to play out. Sen. Mitch McConnell, R-Ky., who will become Senate majority leader in January, has vowed to make authorizing the pipeline the first bill the Senate votes on. A veto of Keystone would remind Washington how very relevant the president still is.",summarize the following text: ,Obama said he would stay engaged with Congress as they debate his decision to relax the embargo against Cuba he made clear that he won't just sit back Obama also hinted at the way he could play the biggest role in the legislative process: by using his veto pen. A veto of Keystone would remind Washington how very relevant the president still is.
"Indeed, the United States has been able to behave in an abrasive and proselytizing  manner internationally because geography and preponderant power affords it a comforting sense of security. While a state’s foreign policy is necessarily informed by a set of  beliefs, active exportation of one’s beliefs through hard power inevitably makes the state  very threatening to others that do not share those beliefs. Because no country can be  insulated from America’s exercise of its vast power, other states invariably fear it and  question its motives, even if American intentions are not malevolent. America’s  blessing again becomes a curse to other states and ultimately to the United States as  well. Meanwhile, America’s elites and public, informed by an ethnocentric sense of  providence and self-righteousness, often cannot appreciate why other countries fear  America’s enormous power and its promotion of its supposedly universal beliefs. This  apathy toward other countries’ fears inevitably exacerbates the security dilemma and/or  spiral between America and other countries.",summarize the following text: ,"Because no country can be  insulated from America’s exercise of its vast power, other states invariably fear it and  question its motives, even if American intentions are not malevolent. America’s elites and public, informed by an ethnocentric sense of  providence and self-righteousness cannot appreciate why other countries fear  America’s enormous power and its promotion of supposedly universal beliefs. This  apathy toward other countries’ fears inevitably exacerbates the security dilemma and spiral between America and other countries."
"All these policy practices were interpreted by the implementing countries as respecting the confines of treaty latitude. Most have a solid legal basis, others employ a certain legal creativity, not always acknowledged by the INCB. And sometimes schemes perfectly justifiable in principle have been applied with a “pragmatic” dose of hypocrisy. The strictures of the conventions and the near impossibility to amend them have impelled some countries to stretching their inbuilt flexibility and escape clauses to questionable limits. Examples are the legal contradictions around the backdoor of the Dutch coffeeshops; the expansion of medical marijuana schemes in some U.S. states into recreational use; and the establishment of large-scale commercial cannabis social clubs in Spain. Indeed, while a fundamental change in cannabis policy is increasingly viewed as a legitimate option to consider in various parts of the world, the reputational (and possibly economic) costs of treaty breach are likely to deter most states from moving beyond some form of soft defection.",summarize the following text: ,"All these policy practices were interpreted by the implementing countries as respecting the confines of treaty latitude. Most have a solid legal basis, others employ a certain legal creativity The strictures of the conventions and the near impossibility to amend them have impelled some countries to stretching their inbuilt flexibility and escape clauses while a fundamental change in cannabis policy is increasingly viewed as a legitimate option to consider in various parts of the world reputational costs of treaty breach are likely to deter most states from moving beyond soft defection"
"It's important, first of all, to understand that neither of these options has anything to do with ""legalization."" Legalizing a drug removes the prohibition on its production, sale or consumption, albeit with government regulation. Uruguay is the only nation to have recently approved legislation to legalize marijuana, which will allow the government to control most of the stages from production to consumption. Colorado and Washington are the only U.S. states to have legalized the recreational use of marijuana; possession and sale for medical purposes is permitted in 20 other states. However, marijuana remains on the U.S. federal government's list of ""controlled substances"" as an illegal narcotic. Even though the U.S. Department of Justice has indicated it is reconsidering whether it will enforce federal penalties, marijuana legalization still violates UN drug treaties, primarily the 1961 Single Convention on Narcotic Drugs.",summarize the following text: ,"marijuana remains on the U.S. federal government's list of ""controlled substances"" as an illegal narcotic marijuana legalization violates UN drug treaties, primarily the 1961 Single Convention on Narcotic Drugs."
"FBI Director James Comey is starting to think the law enforcement agency's zero tolerance policy on marijuana might be, like, a total bummer.
According to the Wall Street Journal, Comey discussed how the bureau's pot prohibition was making it harder to find tech savvy recruits when he spoke to the annual White Collar Crime Institute conference Monday.
""I have to hire a great work force to compete with those cyber criminals and some of those kids want to smoke weed on the way to the interview,"" Comey said.
As a result of this, Comey said the FBI is ""grappling with the question right now"" of whether or not to change its marijuana policy. Currently, the agency will not accept job applicants who have smoked pot at any point within the past three years.
In fact, Comey indicated the bureau is already relaxing its restrictions on marijuana. When one attendee at the conference said one of their friends was discouraged from trying to work at the FBI due to the pot policy, Comey said they ""should go ahead and apply"" in spite of their marijuana smoking.",summarize the following text: ,"FBI Director Comey
discussed how the bureau's pot prohibition was making it harder to find tech savvy recruits
the bureau is already relaxing its restrictions on marijuana Comey said they ""should go ahead and apply"" in spite of their marijuana smoking"
"The fiscal future of New Jersey and Gov. Chris Christie’s presidential ambitions hang in the balance as Trenton finally faces the $104 billion deficit in the state’s retirement system. “We need to fix this system or it will eat us alive,” the governor warns in a mock movie trailer that opened his “No Pain, No Gain” town hall meetings across the state. One key is whether Christie and the Legislature can agree to plug costly loopholes and stop blatant abuses of public pensions. If not, many public officials will continue to gorge themselves at the public trough while others make sacrifices. A long line of governors and legislative leaders — past and present, Republicans and Democrats — share the blame for decades of unaffordable promises and political favors. As a result, pensions are underfunded by $51 billion, plus the state faces a $53 billion shortfall from retiree health benefits, according to the latest official numbers.",summarize the following text: ,Trenton finally faces the $104 billion deficit in the state’s retirement system pensions are underfunded by $51 billion
"http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2865248/?report=classic%5Dab
Unjust Inducement
Higher payments increased the probabilities of donating but did so evenly across the 6 income strata, such that no evidence of an interaction between payment and income was found (OR, 1.01 [CI, 0.99 to 1.03]) (Figure 3). Even when we restricted analyses to the 57 participants in the lowest income stratum (annual household income ≤$20 000) and the 66 participants in the highest income stratum (annual household income >$100 000), no significant interaction emerged (OR, 0.99 [CI, 0.97 to 1.02]) (Figure 3). Among participants in the lowest income stratum, conditionally adjusted donation rates were 29.8% (CI, 19.5% to 42.7%) for $0, 44.1% (CI, 33.1% to 55.7%) for $10 000, and 47.9% (CI, 36.4% to 59.6%) for $100 000. Among participants in the highest income stratum, the rates were 15.2% (CI, 9.0% to 24.5%), 27.5% (CI, 18.8% to 38.2%), and 31.3% (CI, 21.7% to 42.9%), respectively. These results suggest that payment is not an unjust inducement for living kidney donation.",summarize the following text: ,"Higher payments increased the probabilities of donating but did so evenly across the 6 income strata, such that no evidence of an interaction between payment and income was found Even when we restricted analyses to the lowest income stratum and the highest income stratum no significant interaction emerged (OR, 0.99 [CI, 0.97 to 1.02]) (Figure 3). Among participants in the lowest income stratum, conditionally adjusted donation rates were 29.8% (CI, 19.5% to 42.7%) for $0, 44.1% (CI, 33.1% to 55.7%) for $10 000, and 47.9% (CI, 36.4% to 59.6%) for $100 000. Among participants in the highest income stratum, the rates were 15.2% (CI, 9.0% to 24.5%), 27.5% (CI, 18.8% to 38.2%), and 31.3% (CI, 21.7% to 42.9%), respectively. These results suggest that payment is not an unjust inducement for living kidney donation."
"03/26/14 Bioprinting, Part 1: The Promise and the Pitfalls     HYPERLINK ""http://www.technewsworld.com/story/80198.html"" http://www.technewsworld.com/story/80198.html
[According to Jordan Miller, assistant professor of bioengineering at Rice University]. ""Parts of the body which require human cells to perform biomechanical functions, such as the liver or kidney, are still several decades away from reaching human patients,"" Miller said. ""We are still in the feasibility stage -- not sure how to keep cells alive at high cell density and adequate size needed to match human organs."" A 3D structure will require nearly 1 billion functioning cells to approximate the function of a liver or kidney, and ""there are dozens of cell types in these organs,"" Miller pointed out. ""We are typically only looking at one or two cell types being put into a 3D printed structure.""
NOTE SOURCE WITH QUALS EDITED INTO BEGINNING OF CARD",summarize the following text: ,"According to Jordan Miller at Rice ""Parts of the body which require human cells to perform biomechanical functions, such as the liver or kidney, are still several decades away from reaching human patients,"" . ""We are still in the feasibility stage -- not sure how to keep cells alive at high cell density and adequate size needed to match human organs."" A 3D structure will require nearly 1 billion functioning cells to approximate the function of a liver or kidney, and ""there are dozens of cell types in these organs,"" . ""We are typically only looking at one or two cell types being put into a 3D printed structure."""
"While it has become fashionable to characterize the current world order as one of extensive globalization and suggest that peace should follow, an earlier period dating from the middle of the nineteenth century until 1914 stands out as the Achilles' heel of liberal international relations theory. Then, as now, the world economy was marked by dramatic integration in goods, capital, and labor markets. For example, British and French exports grew by respective factors of thirty-five and twenty-five between 1820 and 1913. French, German, and American exports all expanded over 30 percent in the three years before 1914. British capital exports were nearly nine percent of the gross domestic product (gdp) in 1911—a ratio unmatched even in the current wave of globalization. If expanding economic ties bind states together in a commercial web that either makes war unthinkable or simply raises its costs to unacceptable levels, then why did this earlier era of globalization fail to prevent one of the defining conflicts of modern history—the outbreak of World War I?",summarize the following text: ,"an earlier period dating from the middle of the nineteenth century until 1914 stands out as the Achilles' heel of liberal international relations theory. Then, as now, the world economy was marked by dramatic integration in goods, capital, and labor markets. French, German, and American exports all expanded over 30 percent in the three years before 1914 If expanding economic ties bind states together in a commercial web that either makes war unthinkable or simply raises its costs to unacceptable levels, then why did this earlier era of globalization fail to prevent one of the defining conflicts of modern history—the outbreak of World War I?"
"As we have already emphasized, increasing levels of trade between an autocratic and democratic country are unlikely to constrain the former from initiating militarized disputes against the latter. As depicted in Figure 1, our analysis indicates that an increase in trade dependence by an autocratic challenger on a democratic target from zero to 5% of the former's GDP would increase the probability of the challenger’s dispute initiation from about 0.31% to 0.29%. Thus, the overall probability of dispute initiation by an autocratic country against a democracy is fairly high (given the rarity of disputes) at 23 nearly .3% per country per year. Moreover, increased trade does little or nothing to alter that risk. Increases in trade dependence also have little effect on the likelihood that one autocracy will initiate a conflict with another. In this instance, the probability of dispute initiation remains constant at 0.33% regardless of the challenger’s level of trade dependence.",summarize the following text: ,"As we have already emphasized, increasing levels of trade between an autocratic and democratic country are unlikely to constrain the former from initiating militarized disputes against the latter increased trade does little or nothing to alter that risk. Increases in trade dependence also have little effect on the likelihood that one autocracy will initiate a conflict with another. In this instance, the probability of dispute initiation remains constant at 0.33% regardless of the challenger’s level of trade dependence."
"http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2865248/?report=classic%5Dab
Unjust Inducement
Higher payments increased the probabilities of donating but did so evenly across the 6 income strata, such that no evidence of an interaction between payment and income was found (OR, 1.01 [CI, 0.99 to 1.03]) (Figure 3). Even when we restricted analyses to the 57 participants in the lowest income stratum (annual household income ≤$20 000) and the 66 participants in the highest income stratum (annual household income >$100 000), no significant interaction emerged (OR, 0.99 [CI, 0.97 to 1.02]) (Figure 3). Among participants in the lowest income stratum, conditionally adjusted donation rates were 29.8% (CI, 19.5% to 42.7%) for $0, 44.1% (CI, 33.1% to 55.7%) for $10 000, and 47.9% (CI, 36.4% to 59.6%) for $100 000. Among participants in the highest income stratum, the rates were 15.2% (CI, 9.0% to 24.5%), 27.5% (CI, 18.8% to 38.2%), and 31.3% (CI, 21.7% to 42.9%), respectively. These results suggest that payment is not an unjust inducement for living kidney donation.",summarize the following text: ,"Higher payments increased the probabilities of donating but did so evenly across the 6 income strata, such that no evidence of an interaction between payment and income was found Even when we restricted analyses to the lowest income stratum and the highest income stratum no significant interaction emerged (OR, 0.99 [CI, 0.97 to 1.02]) (Figure 3). Among participants in the lowest income stratum, conditionally adjusted donation rates were 29.8% (CI, 19.5% to 42.7%) for $0, 44.1% (CI, 33.1% to 55.7%) for $10 000, and 47.9% (CI, 36.4% to 59.6%) for $100 000. Among participants in the highest income stratum, the rates were 15.2% (CI, 9.0% to 24.5%), 27.5% (CI, 18.8% to 38.2%), and 31.3% (CI, 21.7% to 42.9%), respectively. These results suggest that payment is not an unjust inducement for living kidney donation."
"As we have already emphasized, increasing levels of trade between an autocratic and democratic country are unlikely to constrain the former from initiating militarized disputes against the latter. As depicted in Figure 1, our analysis indicates that an increase in trade dependence by an autocratic challenger on a democratic target from zero to 5% of the former's GDP would increase the probability of the challenger’s dispute initiation from about 0.31% to 0.29%. Thus, the overall probability of dispute initiation by an autocratic country against a democracy is fairly high (given the rarity of disputes) at 23 nearly .3% per country per year. Moreover, increased trade does little or nothing to alter that risk. Increases in trade dependence also have little effect on the likelihood that one autocracy will initiate a conflict with another. In this instance, the probability of dispute initiation remains constant at 0.33% regardless of the challenger’s level of trade dependence.",summarize the following text: ,"As we have already emphasized, increasing levels of trade between an autocratic and democratic country are unlikely to constrain the former from initiating militarized disputes against the latter increased trade does little or nothing to alter that risk. Increases in trade dependence also have little effect on the likelihood that one autocracy will initiate a conflict with another. In this instance, the probability of dispute initiation remains constant at 0.33% regardless of the challenger’s level of trade dependence."
"All these policy practices were interpreted by the implementing countries as respecting the confines of treaty latitude. Most have a solid legal basis, others employ a certain legal creativity, not always acknowledged by the INCB. And sometimes schemes perfectly justifiable in principle have been applied with a “pragmatic” dose of hypocrisy. The strictures of the conventions and the near impossibility to amend them have impelled some countries to stretching their inbuilt flexibility and escape clauses to questionable limits. Examples are the legal contradictions around the backdoor of the Dutch coffeeshops; the expansion of medical marijuana schemes in some U.S. states into recreational use; and the establishment of large-scale commercial cannabis social clubs in Spain. Indeed, while a fundamental change in cannabis policy is increasingly viewed as a legitimate option to consider in various parts of the world, the reputational (and possibly economic) costs of treaty breach are likely to deter most states from moving beyond some form of soft defection.",summarize the following text: ,"All these policy practices were interpreted by the implementing countries as respecting the confines of treaty latitude. Most have a solid legal basis, others employ a certain legal creativity The strictures of the conventions and the near impossibility to amend them have impelled some countries to stretching their inbuilt flexibility and escape clauses while a fundamental change in cannabis policy is increasingly viewed as a legitimate option to consider in various parts of the world reputational costs of treaty breach are likely to deter most states from moving beyond soft defection"
"It's important, first of all, to understand that neither of these options has anything to do with ""legalization."" Legalizing a drug removes the prohibition on its production, sale or consumption, albeit with government regulation. Uruguay is the only nation to have recently approved legislation to legalize marijuana, which will allow the government to control most of the stages from production to consumption. Colorado and Washington are the only U.S. states to have legalized the recreational use of marijuana; possession and sale for medical purposes is permitted in 20 other states. However, marijuana remains on the U.S. federal government's list of ""controlled substances"" as an illegal narcotic. Even though the U.S. Department of Justice has indicated it is reconsidering whether it will enforce federal penalties, marijuana legalization still violates UN drug treaties, primarily the 1961 Single Convention on Narcotic Drugs.",summarize the following text: ,"marijuana remains on the U.S. federal government's list of ""controlled substances"" as an illegal narcotic marijuana legalization violates UN drug treaties, primarily the 1961 Single Convention on Narcotic Drugs."
"The second view of China’s ambitions is that they are far-reaching. The examples of nazi Germany, Imperial Japan and stalinist Russia lead some to assume that any rising power must inevitably aim to overturn every aspect of the preexisting order—territorial, economic, political, ideological, even moral. many people fear that China too has these ambitions. but this fear underestimates China’s immense stake in many aspects of the current order of which it has been by far the biggest beneficiary. In this way, it is very unlike the disruptive rising powers of the 20th century—there is no evidence that China has territorial ambitions, notwithstanding its assertiveness in the south China sea. It has no political or ideological agendas, and no reason to change the economic order. In fact, China seems to want to change very little about the global or regional order except its own role in it, and even there its leadership ambitions seem primarily limited to Asia.",summarize the following text: ,"any rising power must inevitably aim to overturn the preexisting order many people fear that China too has these ambitions but this fear underestimates China’s immense stake in many aspects of the current order of which it has been by far the biggest beneficiary. it is very unlike the disruptive rising powers of the 20th century there is no evidence that China has territorial ambitions It has no political or ideological agendas, and no reason to change the economic order. China seems to want to change very little about the global or regional order and its ambitions seem limited to Asia"
"All of this has only renewed concerns among analysts and average Americans that the U.S. would suffer a dreaded double-dip recession, but according to several economists MainStreet spoke with, even if we do enter into another recession later this year or in early 2012, it won’t be nearly as damaging as the Great Recession of 2008.“If there is another recession, I think it wouldn’t be as severe and it would also be shorter,” says Gus Faucher, senior economist at Moody’s Analytics. “And the reason for that is a lot of the imbalances that drove the previous recession have been corrected.”  As Faucher and others point out, banks are better capitalized now, the housing market has shed (however painfully) many delinquent homeowners who signed up forsubprime mortgages before the recession and U.S. corporations have trimmed their payrolls and are sitting on ample cash reserves to help weather another storm. At the same time, consumers have gradually improved their own balance sheets by spending less and paying off more of their debt.",summarize the following text: ,"even if we enter another recession it won’t be nearly as damaging as 08 it wouldn’t be as severe and would also be shorter,” says senior economist at Moody’s a lot of the imbalances that drove the previous recession have been corrected.” banks are better capitalized the housing market has shed delinquent homeowners and corporations are sitting on ample cash reserves to weather another storm."
"We come here to a striking pitfall of the common arguments for physician-assisted suicide. Once the key premises of that argument are accepted, there will remain no logical way in the future to (1) for long hold the line against euthanasia, to take care of those physically or psycho- logically unable to take their own lives; (2) deny euthanasia to any competent person who requests it for whatever reason, terminal illness or not; and (3) deny euthanasia and physician-assisted suicide to those who suffer but are incompetent, even if they do not request it. I am not saying that such a scenario will in fact take place, but only that the arguments given in favor of euthanasia logically entail the possibility. We can erect legal safeguards and specify required procedures to keep that scenario from coming to pass, but over time they will provide poor protection if the logic of the moral premises on which they are based is fatally flawed. The safeguards will appear arbitrary and flimsy and will invite covert evasion or outright rejection.",summarize the following text: ,"We come to a striking pitfall of the arguments for physician-assisted suicide there will remain no logical way to hold the line against euthanasia take care of those unable to take their own lives deny euthanasia to any person who requests it and deny euthanasia physician-assisted suicide to those who suffer but are incompetent even if they do not request it arguments given in favor of euthanasia logically entail the possibility We can erect legal safeguards and specify required procedures to keep that scenario from coming to pass, but over time they will provide poor protection if the logic of the moral premises on which they are based is fatally flawed. The safeguards will appear arbitrary and flimsy and will invite covert evasion or outright rejection."
"We are about to propose a possible commercial scheme, but ﬁrst let us draw a distinction between human biological materials. For reasons which will become apparent below we divide these materials into two classes according to the use to which they are to be put: (i) those which are to be used for therapeutic purposes; and (ii) those which are to be utilized in research. In very general terms, this approximates to the distinction between organs and tissues/ cells respectively. An organ is an aggregation of tissues constituting a structural unit with a particular function or functions. A tissue is a collection of cells, again with a speciﬁc function. Whilst John Moore’s spleen was removed as part of his therapy for hairy cell leukaemia, it was the tissues and cells of his spleen which were used in the derivation of the Mo cell line (Erin 1994). However, blood, a ﬂuid tissue, deﬁes such a taxonomy as it is put to both therapeutic and research purposes. [140]",summarize the following text: ,"let us draw a distinction between human biological materials. we divide these materials into two classes according to the use to which they are to be put: (i) those which are to be used for therapeutic purposes; and (ii) those which are to be utilized in research. In very general terms, this approximates to the distinction between organs and tissues/ cells respectively."
"On the other hand, as an institution the PLA is not publicly expressing views on major policy issues and strategic orientation that are far from the CCP’s message. There is a strong correlation between foreign policy rhetoric in the CCP’s civilian voice—the People’s Daily—and its military voice—the PLA Daily. As figure 11 shows, articles that reference sovereignty (zhuquan) as a percentage of all articles in the People’s Daily and the PLA Daily are closely correlated from year to year (r  0.77, p 0.000). An anecdotal example of this consistency was the recent, apparently off-the-cuff comments by Deputy Chief of the General Staff Ma Xiaotian. When asked by the press in early June 2012 about the use of force in territorial disputes with the Philippines, he replied that diplomacy was the best method to resolve the issue and that force was a last resort. This was in contrast to PLAconnected pundits who have called for the early use of force to enforce China’s claims.99",summarize the following text: ,as an institution the PLA is not publicly expressing views on major policy issues and strategic orientation that are far from the CCP’s message. There is a strong correlation between foreign policy rhetoric in the CCP’s civilian voice—the People’s Daily—and its military voice—the PLA Daily
"http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2865248/?report=classic%5Dab
Unjust Inducement
Higher payments increased the probabilities of donating but did so evenly across the 6 income strata, such that no evidence of an interaction between payment and income was found (OR, 1.01 [CI, 0.99 to 1.03]) (Figure 3). Even when we restricted analyses to the 57 participants in the lowest income stratum (annual household income ≤$20 000) and the 66 participants in the highest income stratum (annual household income >$100 000), no significant interaction emerged (OR, 0.99 [CI, 0.97 to 1.02]) (Figure 3). Among participants in the lowest income stratum, conditionally adjusted donation rates were 29.8% (CI, 19.5% to 42.7%) for $0, 44.1% (CI, 33.1% to 55.7%) for $10 000, and 47.9% (CI, 36.4% to 59.6%) for $100 000. Among participants in the highest income stratum, the rates were 15.2% (CI, 9.0% to 24.5%), 27.5% (CI, 18.8% to 38.2%), and 31.3% (CI, 21.7% to 42.9%), respectively. These results suggest that payment is not an unjust inducement for living kidney donation.",summarize the following text: ,"Higher payments increased the probabilities of donating but did so evenly across the 6 income strata, such that no evidence of an interaction between payment and income was found Even when we restricted analyses to the lowest income stratum and the highest income stratum no significant interaction emerged (OR, 0.99 [CI, 0.97 to 1.02]) (Figure 3). Among participants in the lowest income stratum, conditionally adjusted donation rates were 29.8% (CI, 19.5% to 42.7%) for $0, 44.1% (CI, 33.1% to 55.7%) for $10 000, and 47.9% (CI, 36.4% to 59.6%) for $100 000. Among participants in the highest income stratum, the rates were 15.2% (CI, 9.0% to 24.5%), 27.5% (CI, 18.8% to 38.2%), and 31.3% (CI, 21.7% to 42.9%), respectively. These results suggest that payment is not an unjust inducement for living kidney donation."
